professeur de mathématiques ou de physique-chimie;Meunier Jacquet SARL;243107728824485;B-;gaytheophile;Honoré de la Andre;M;julienmarin@dbmail.com;1960-06-08;246238308;0;1;88979;275391;PhD;Private;Sports Car;no;4;20.0;Highly Urban/ Urban;2019-06-04 03:16:16;complet;dev_express;277.26;45 Rue Caminaou 64190 Araujuzon;43.35751;-0.812135
médecin humanitaire;Besson Jacquet et Fils;166092722960505;B-;vbarre;Dorothée Labbé;F;genevieve42@wanadoo.fr;1957-02-16;710020648;0;2;78812;266497;Bachelors;Commercial;Minivan;no;2;1.0;Highly Urban/ Urban;2019-10-02 14:00:54;complet;dev_integral;313.78;10 Rue de Limosin 18140 Jussy-le-Chaudrier;47.121188;2.921588
manipulateur en électroradiologie médicale;Rey SARL;216075819436810;AB+;vincentnormand;Marguerite Jacob;F;frederiquepoirier@bouygtel.fr;1952-04-11;225410347;0;3;31850;180601;<High School;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;2020-01-14 11:44:00;complet;dev_express;277.57;438 Avenue du Général Leclerc 84310 Morières-lès-Avignon;43.930147;4.90127
technicien en lignes haute tension;Louis Chartier et Fils;268119205034677;AB-;celine50;Constance Jacquot-Rodriguez;F;christianeguilbert@wanadoo.fr;1980-04-15;139685733;0;0;42455;;z_High School;Commercial;Panel Truck;yes;3;1.0;z_Highly Rural/ Rural;2019-12-26 16:32:47;complet;dev_integral;316.64;8 Route de l'Ecluse 55700 Inor;49.546099;5.162834
technicien électrotechnicien électrotechnicienne;Gomes et Fils;160078212143954;B+;paulinemarques;Brigitte-Lucie Fabre;F;francketienne@voila.fr;1968-09-19;634622393;0;0;170537;444387;PhD;Private;Sports Car;no;1;14.0;Highly Urban/ Urban;2019-10-25 18:51:42;incomplet;dev_integral;329.47;53 Rue Jean-Baptiste Clément 8000 Villers-Semeuse;49.749775;4.745917
animateur nature nature;Ruiz Pons SARL;190085502963055;B+;gabriel46;Danielle Le Goff;F;louisdaniel@tele2.fr;1941-11-30;394231712;0;0;63433;236857;Bachelors;Commercial;Pickup;no;1;;Highly Urban/ Urban;2022-05-02 22:21:52;complet;dev_express;283.26;1 Rue de la Treille 13080 Aix-en-Provence;43.529699;5.444423
responsable de site de traitement des déchets;Dupuy;203078313764844;O+;qloiseau;Chantal Lévy-Legrand;F;henriettedupuy@tiscali.fr;1998-12-02;182169284;3;3;38430;221139;z_High School;Commercial;Van;no;1;6.0;z_Highly Rural/ Rural;2022-02-10 04:16:56;complet;dev_express;278.29;63 Rue de Courdiec 56340 Carnac;47.588454;-3.080188
technicien plasturgiste;Grondin S.A.;205127919106567;AB-;luce93;Éric Regnier-Lemonnier;M;jacquesleleu@dbmail.com;1959-05-27;22527442;0;0;129566;352586;Masters;Private;Sports Car;no;4;17.0;Highly Urban/ Urban;2021-06-07 23:12:41;incomplet;dev_premium;486.27;8 Rue Saint-Clément 50100 Cherbourg-Octeville;49.638973;-1.612814
ingénieur électronicien électronicienne;Gallet S.A.;278064604229174;AB-;nicolas05;Raymond Jacquot;M;adele07@tiscali.fr;1957-01-06;259816873;0;0;44481;226940;z_High School;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;2020-07-15 21:09:55;complet;dev_express;264.85;6 Ruelle Abbé Haustète 88190 Golbey;48.197342;6.435322
militaire du rang de l'armée de terre;De Sousa Pascal SA;124023417249095;AB+;michelle06;Aimé-Stéphane Rey;M;oceanebuisson@noos.fr;1960-03-30;97393884;2;3;0;;<High School;Commercial;Pickup;no;6;1.0;Highly Urban/ Urban;2022-02-21 19:03:27;incomplet;dev_premium;545.79;36 Grande Rue 27120 Chambray;49.071647;1.311405
conducteur routier routière;Guibert;277011803374830;B-;edouard82;Richard Le Maillet;M;louiseadam@hotmail.fr;1936-12-26;580920255;1;3;71309;224123;Bachelors;Private;z_SUV;no;3;7.0;Highly Urban/ Urban;2020-01-04 13:49:37;complet;dev_premium;403.01;40 Rue des Oiseaux 82000 Montauban;44.007389;1.365147
ingénieur traitement de l'image;Chevalier Allain S.A.;184039122815312;AB+;paulrey;Gilbert Philippe;M;olivier06@laposte.net;1959-03-27;256701195;0;0;141297;0;Masters;Commercial;Panel Truck;no;1;10.0;Highly Urban/ Urban;2019-12-30 20:10:24;complet;dev_express;279.51;204 Rue du 4 Août 1789 69100 Villeurbanne;45.76502;4.89494
hydrogéologue;Morel Dubois SA;202045746385572;O+;richarddenise;Christophe Rousset;M;ribeirothomas@yahoo.fr;1970-01-01;810329333;0;0;172981;451118;Bachelors;Commercial;Panel Truck;yes;0;13.0;z_Highly Rural/ Rural;2022-01-08 11:44:49;complet;dev_integral;305.83;12 Village Les Vallees 16120 Birac;45.566547;-0.049981
professeur dans l'enseignement agricole;Hervé;275025110855410;B+;theophile13;Marcel Bouvier;M;imartineau@noos.fr;1966-04-19;953041750;0;1;;;<High School;Private;Van;yes;8;4.0;z_Highly Rural/ Rural;2021-06-16 20:04:56;complet;dev_express;278.45;37 Rue Gambetta 47190 Aiguillon;44.302476;0.340642
consultant en validation;Chrétien SA;179019001043610;B+;menardlorraine;Guillaume Renard;M;wmace@hotmail.fr;1966-07-10;120930552;0;0;32200;190439;z_High School;Private;Minivan;no;0;7.0;Highly Urban/ Urban;2020-08-03 06:48:56;complet;dev_integral;309.76;11 Rue du Bois Verdier 53410 Bourgon;48.170205;-1.072475
technicien en métrologie;Cohen;180120608841784;B+;amelie43;Élise Brun de la Perez;F;arthur33@noos.fr;1997-03-08;134563236;1;2;0;97022;z_High School;Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;2021-03-06 22:02:35;complet;dev_integral;302.02;2 Grande Rue 90370 Réchésy;47.504739;7.114523
hydrogéologue;Dos Santos;177086748296424;O-;laurence69;Catherine de la Leleu;F;guyotchantal@tiscali.fr;1985-07-10;728230622;0;0;278;91930;z_High School;Private;Sports Car;no;5;8.0;Highly Urban/ Urban;2020-06-08 17:55:47;complet;dev_express;251.25;648 Allée du Val d'Aussel 6250 Mougins;43.607569;6.976732
technicien biologiste;Collet;196096544033582;AB-;guillaume64;Roland Mercier;M;xmichel@yahoo.fr;1952-05-03;640657000;0;1;50522;0;Bachelors;Commercial;z_SUV;no;6;9.0;Highly Urban/ Urban;2020-07-09 15:07:24;incomplet;dev_express;263.8;3 Route de Vovray 74000 Annecy;45.88943;6.122844
inspecteur de banque;Lombard;297066005732131;AB+;adrienpasquier;Gabrielle Weber;F;roger89@free.fr;1967-10-21;662322510;0;0;46247;186682;Bachelors;Private;z_SUV;no;0;;Highly Urban/ Urban;2021-12-02 17:47:03;complet;dev_integral;319.67;5BIS Rue Georges Cuvier 66000 Perpignan;42.695328;2.876593
technicien en engins de travaux publics;Dubois;237021106910215;O+;gaudinmarcelle;Joseph Gautier;M;pasquierpaulette@laposte.net;1986-09-25;920847550;0;0;21063;117381;Bachelors;Commercial;Pickup;no;1;6.0;Highly Urban/ Urban;2020-03-10 12:39:48;complet;dev_premium;484.79;4 Impasse du Clos Saint-Hilaire 56350 Allaire;47.63345;-2.164926
conseiller pénitentiaire d'insertion et de probation;Le Gall S.A.R.L.;129090407060828;A-;denislorraine;Valentine Thomas de Andre;F;barthelemygeorges@bouygtel.fr;1963-11-13;957375580;0;0;66642;264360;z_High School;Commercial;Minivan;yes;0;6.0;Highly Urban/ Urban;2021-04-27 22:50:42;complet;dev_integral;297.84;118 Rue Mascoutou 46000 Cahors;44.445505;1.444645
analyste de crédit;Andre S.A.R.L.;104069761117764;AB+;veronique41;Guillaume Paul;M;maggie28@ifrance.com;1996-02-27;984847529;0;1;9699;107132;<High School;Private;Minivan;no;3;7.0;Highly Urban/ Urban;2019-08-10 03:00:36;complet;dev_integral;336.85;67 Chemin de Palente 25000 Besançon;47.26939;6.046236
maître-chien;Michel;241078100403427;O+;zallard;Antoinette Potier;F;agnes81@orange.fr;1936-11-09;265289796;0;0;91652;0;Masters;Private;z_SUV;no;0;17.0;Highly Urban/ Urban;2020-08-17 05:06:34;complet;dev_express;280.08;65 Route de Valserres 5000 Gap;44.545813;6.079988
responsable de laboratoire de contrôle en biologie;Denis;231110105321919;AB-;gmaury;Laure Renard;F;tessiermartin@orange.fr;1998-11-17;124378313;0;0;201768;0;Masters;Private;Minivan;no;0;19.0;Highly Urban/ Urban;2021-07-12 01:06:42;complet;dev_integral;283.63;2 Chemin des Oeillets 43000 Espaly-Saint-Marcel;45.055769;3.863915
substitut du procureur;Neveu Colin SARL;192123018942182;A-;hervelaurence;Geneviève de Costa;F;maillotmargot@tele2.fr;1938-06-03;533080109;0;1;40339;173090;Bachelors;Commercial;Van;no;3;8.0;Highly Urban/ Urban;2021-03-29 16:58:22;complet;dev_integral;301.94;6 Rue des Boigenêts 25600 Vieux-Charmont;47.530763;6.83945
éducateur de jeunes enfants;Leclercq;102102505691936;B-;emmanuelparis;Marguerite Le Roux;F;olivier86@dbmail.com;1938-07-09;342803111;0;0;112481;0;PhD;Private;Van;yes;0;10.0;Highly Urban/ Urban;2022-01-12 23:08:43;complet;dev_premium;335.11;21 Rue Léonard Constant 64000 Pau;43.307268;-0.371803
ascensoriste;Baron S.A.S.;132083604472354;O+;caronbrigitte;Patrick Le Roux;M;normandlouis@gmail.com;1958-12-13;466811413;0;0;113386;322467;Masters;Private;z_SUV;no;0;13.0;Highly Urban/ Urban;2022-04-19 13:53:14;incomplet;dev_integral;319.39;8 Rond-Point des Sorbiers 18200 Orval;46.729205;2.469324
directeur d'agence bancaire;Salmon;274120718677015;O+;pperrot;Aurélie Descamps;F;victor34@orange.fr;1956-04-12;946862851;0;0;;0;z_High School;Commercial;Pickup;yes;4;8.0;Highly Urban/ Urban;2020-03-13 07:28:33;complet;dev_integral;299.17;15 Rue de Favril 62149 Festubert;50.542697;2.724334
agent d'escale;Fischer;281069550009694;B-;benoit45;Catherine Lebreton;F;margauxcharrier@noos.fr;1965-05-21;743269882;2;3;75501;262109;Bachelors;Private;Minivan;no;3;10.0;Highly Urban/ Urban;2021-07-09 02:08:48;complet;dev_integral;309.18;140 Route de la Mouille 74250 Fillinges;46.174364;6.346236
conducteur de travaux  agricoles;Bertrand Moulin SARL;191054221874355;A-;lleduc;Isabelle-Sabine Parent;F;michele79@wanadoo.fr;1955-12-18;366029224;0;0;4716;121325;z_High School;Private;Pickup;yes;1;1.0;Highly Urban/ Urban;2022-05-27 23:47:01;complet;dev_express;279.89;;43.995567;7.14744
ouvrier plasturgiste;Mathieu;207036748266435;O+;sgimenez;Isabelle Martinez;F;lefebvreaugustin@tele2.fr;1968-12-22;365860432;0;0;56739;207006;z_High School;Private;Minivan;no;1;1.0;Highly Urban/ Urban;2021-04-15 02:17:24;complet;dev_express;266.66;8 Rue Victor Hugo 70400 Héricourt;47.577894;6.765838
attaché commercial commerciale;Riou Pires S.A.R.L.;293021501463625;O-;rguillot;Emmanuelle Briand;F;jacques18@tele2.fr;1963-04-27;970332680;0;0;65245;242164;Bachelors;Commercial;Panel Truck;no;0;8.0;Highly Urban/ Urban;2020-06-11 09:21:15;complet;dev_integral;305.29;8 Rue Frédéric Mistral 64300 Orthez;43.494693;-0.773913
ingénieur de maintenance industrielle;Moreno;183018619475401;A+;prevosttimothee;Yves Weber;M;oceaneschneider@voila.fr;1962-05-15;870543245;0;0;0;0;z_High School;Commercial;Minivan;yes;7;7.0;Highly Urban/ Urban;2020-06-28 10:56:48;complet;dev_express;278.6;24 Rue Pierre Brossolette 27600 Gaillon;49.161431;1.331986
souscripteur;Pasquier;222018002111408;B+;micheleauger;Joseph Perrot;M;maggie72@club-internet.fr;1960-08-27;402475362;0;0;119035;385521;PhD;Private;Minivan;no;2;14.0;Highly Urban/ Urban;2020-08-22 12:22:39;complet;dev_integral;303.4;3 Rue Saint-Guénolé 22160 Plourac'h;48.415343;-3.542729
consultant en conduite de changement;Fournier et Fils;287075746309018;O+;vhamel;Monique Durand;F;jeanne88@laposte.net;1950-01-11;216284033;0;0;75311;324126;Masters;Private;z_SUV;no;0;14.0;Highly Urban/ Urban;2021-08-12 10:46:25;complet;dev_integral;327.87;16 Rue Gambetta 47400 Tonneins;44.390696;0.309222
assistant de service social;Allard;161028619413466;AB-;renefabre;Rémy du Baudry;M;xledoux@sfr.fr;1992-01-19;695833713;0;1;77719;0;z_High School;Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;2021-04-03 05:28:42;incomplet;dev_express;257.97;17 Rue du Touillon 39800 Aumont;46.90618;5.632207
juge des contentieux de la protection;Vallée;285063604444776;A-;clairemarques;Édouard Le Perret;M;lucas62@club-internet.fr;2020-11-17;265902868;0;0;;127235;<High School;Private;Pickup;yes;5;4.0;Highly Urban/ Urban;2021-01-09 13:49:53;complet;dev_express;267.39;42 Rue Paul Defrance 89130 Toucy;47.735957;3.293601
convoyeur de fonds;Pereira;191115935050742;O-;pcharpentier;Victor Pages;M;jean21@orange.fr;2000-01-01;60329948;2;3;47140;211304;z_High School;Commercial;z_SUV;no;6;5.0;Highly Urban/ Urban;2022-04-10 22:38:24;complet;dev_premium;444.44;209 Rue du Moulin aux Malades 27130 Verneuil-sur-Avre;48.739826;0.916685
chef d'exploitation des remontées mécaniques;Hamel Guilbert S.A.R.L.;225064523439238;A-;zmorvan;Geneviève-Laetitia Blanchard;F;anastasiefaure@live.com;1972-12-21;90344846;0;0;57713;0;PhD;Private;Minivan;yes;1;14.0;Highly Urban/ Urban;2021-07-16 04:10:42;complet;dev_express;260.71;26 Chemin de Frézier 74200 Marin;46.380646;6.52576
mécanicien et technicien;Collin Clerc S.A.;289032923287663;B-;carpentiermichel;Julien Moreno-Rémy;M;jbousquet@live.com;1977-03-27;233795371;0;0;129069;345479;PhD;Commercial;Panel Truck;no;0;16.0;Highly Urban/ Urban;2020-09-03 02:42:16;complet;dev_integral;296.17;104 Rue Pelleport 75020 Paris;48.868981;2.400947
rédacteur on line;Arnaud Blot S.A.S.;203083417298890;A-;rchartier;Maurice Le Bourdon;M;levequeoceane@laposte.net;1950-10-28;900860729;0;2;20028;139616;<High School;Private;z_SUV;no;5;1.0;Highly Urban/ Urban;2021-03-20 02:09:13;incomplet;dev_integral;337.8;22 Allée des Fauvettes 36110 Levroux;46.987567;1.603301
lad-jockey, lad-driver;Riou;186087654038522;B-;lecontehonore;Chantal Benoit du Louis;F;npetit@free.fr;1941-04-25;244818749;0;0;67857;225981;Masters;Private;Sports Car;no;0;18.0;Highly Urban/ Urban;2019-05-08 18:41:34;complet;dev_integral;327.49;13 Rue de Metz 55160 Fresnes-en-Woëvre;49.09491;5.633058
animateur de bassin versant;Albert Collet et Fils;144129402885261;O-;constance83;Gabrielle Ollivier;F;olivierleconte@orange.fr;1957-12-24;945949803;0;0;23582;;<High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2022-03-23 18:01:21;complet;dev_integral;336.38;21 Chemin de l'Echelle 59142 Villers-Outréaux;50.02587;3.300454
bijoutier-joaillier;Gautier;127088816012587;A+;nicole91;Marthe Michel-Lopes;F;pnicolas@hotmail.fr;1990-10-10;719279313;0;0;82171;275664;Masters;Private;Minivan;yes;0;13.0;Highly Urban/ Urban;2021-06-17 06:02:50;complet;dev_integral;314.23;28 Rue de l'Avenir 37170 Chambray-lès-Tours;47.34184;0.712436
salesman;Fernandes Albert SARL;154124315709764;A-;oseguin;Alain Coulon de Legrand;M;aimeevasseur@dbmail.com;2016-12-05;631967097;0;1;88987;248335;Bachelors;Private;Minivan;no;4;10.0;Highly Urban/ Urban;2019-06-22 00:12:40;complet;dev_express;253.32;15 Impasse du Roquet 53360 Peuton;47.88415;-0.819671
ingénieur pétrolier pétrolière;Garcia Diaz S.A.;132041803311457;O-;guy13;Christelle Gilbert;F;gdupont@bouygtel.fr;1934-05-17;471115052;0;0;57712;;Masters;Private;Pickup;yes;1;19.0;Highly Urban/ Urban;2019-06-10 03:51:50;complet;dev_express;256.39;54 Rue Johannes Brahms 26000 Valence;44.928301;4.927645
responsable de plate-forme biotechnologique;Lefort SARL;206117055058513;B-;isaac80;Honoré Guibert;M;langloisauguste@wanadoo.fr;1994-04-27;754013280;0;1;94166;0;Bachelors;Commercial;Minivan;no;0;;Highly Urban/ Urban;2020-09-05 07:06:47;complet;dev_integral;303.35;7 Rue du Chataigner 86140 Scorbé-Clairvaux;46.810645;0.428825
contrôleur de performance;Girard SARL;280089550006017;AB-;augustinhuet;Colette Lemaître Le Jacquet;F;marinerocher@laposte.net;2002-06-04;786615637;0;0;96154;0;PhD;Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;2020-01-31 01:20:28;complet;dev_integral;323.97;9 Rue des Enversys 39160 Saint-Amour;46.43911;5.346217
technicien en traitement des déchets;Briand S.A.;148021803365162;O+;alain81;Benjamin Perrot;M;garnieremmanuel@dbmail.com;1954-09-09;503023943;0;0;50949;227129;Bachelors;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;2021-03-28 16:11:10;complet;dev_integral;333.18;20 Rue de Dinan 22130 Plancoët;48.515299;-2.220383
responsable achats en chimie;Gomes;208102722928331;O-;jacobvincent;Laure Faure;F;regniermichele@orange.fr;2016-10-21;112021214;0;2;0;0;Bachelors;Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;2021-03-14 17:29:26;incomplet;dev_integral;314.57;7 Rue du Maréchal Bertrand 50260 Bricquebec;49.470064;-1.629928
webdesigner;Gay SARL;254078519133366;B-;sdupre;Mathilde Valentin;F;thomastecher@tiscali.fr;1953-09-23;551848479;0;2;0;101395;<High School;Commercial;Van;no;4;1.0;Highly Urban/ Urban;2020-07-13 15:56:51;complet;dev_integral;308.09;72 Allée Richelieu 93190 Livry-Gargan;48.924922;2.524356
ingénieur en aéronautique;Boyer;277032309638351;O+;colettebonneau;Océane Barbe;F;lmunoz@yahoo.fr;1991-04-01;354216193;0;0;59927;0;Masters;Commercial;Pickup;no;0;11.0;Highly Urban/ Urban;2019-04-17 12:28:55;incomplet;dev_express;272.32;324 Chemin de Buisson Rond 73190 Challes-les-Eaux;45.540784;5.981109
étanchéiste;Gérard SARL;247051730085273;B+;barrebenjamin;Thérèse Merle;F;bruneauauguste@club-internet.fr;1980-03-09;366938875;0;0;100995;295292;PhD;Private;z_SUV;yes;6;17.0;Highly Urban/ Urban;2022-01-16 15:27:38;incomplet;dev_express;272.01;28 Allée de Cardiccia 20213 Penta-di-Casinca;42.443314;9.510461
technicien en optique de précision;Robert S.A.S.;256057654096835;B+;isamson;Audrey Bonnin;F;costelucy@noos.fr;2006-01-15;764367277;0;0;130831;365792;PhD;Private;z_SUV;no;0;12.0;Highly Urban/ Urban;2019-06-12 23:20:23;incomplet;dev_integral;307.55;3BIS Impasse de la Vernède 48000 Mende;44.519921;3.508795
psychomotricien;Brunet;139074700174782;A-;monique40;Astrid Chevallier;F;potiernathalie@tele2.fr;1971-04-09;136853516;0;0;55962;0;Bachelors;Private;Pickup;no;1;9.0;z_Highly Rural/ Rural;2021-12-14 04:20:55;complet;dev_express;257.49;34 Lotissement La Cossarde 17550 Dolus-d'Oléron;45.91195;-1.27117
conseiller en fusions-acquisitions;Blanchet;175063306319093;A-;shardy;Julien Weiss;M;cohencorinne@ifrance.com;1941-10-22;565111928;0;1;54355;234437;z_High School;Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;2020-10-14 19:10:32;complet;dev_integral;338.51;1 Rue de la Mouline 88160 Le Thillot;47.880827;6.763299
chef de produit touristique;Guillou S.A.R.L.;181027401079006;O+;edith00;Adélaïde Barbier;F;clemence98@free.fr;1967-09-07;162527874;0;0;43654;167541;Bachelors;Commercial;Sports Car;no;0;11.0;Highly Urban/ Urban;2019-11-22 03:07:58;complet;dev_integral;284.17;7 Rue Marcel Lescène 14140 Livarot;49.006877;0.154857
consultant en informatique décisionnelle;Guérin Fournier S.A.R.L.;143046005733958;B+;susannemercier;Laetitia Julien de la Weber;F;ramosguillaume@bouygtel.fr;1941-11-18;116534791;0;0;0;87178;z_High School;Commercial;Pickup;no;0;10.0;z_Highly Rural/ Rural;2019-10-03 12:03:04;complet;dev_integral;321.32;6 Rue Veuve Auge 81160 Saint-Juéry;43.945928;2.205317
professeur de mathématiques ou de physique-chimie;Pinto;114109730264105;O+;nicolasvidal;Nathalie de la Guérin;F;lerouxluc@tele2.fr;1952-08-26;595639353;2;2;16238;65155;<High School;Private;Pickup;yes;0;1.0;Highly Urban/ Urban;2019-11-15 21:10:07;complet;dev_integral;338.54;34 Rue Hent Fanch Vidament 22500 Paimpol;48.758956;-2.999985
énergéticien;Berthelot;294075313021545;B-;philippinedijoux;Hugues Gilbert;M;caroline89@live.com;1952-12-17;186281948;0;0;81293;255251;Bachelors;Private;Minivan;no;0;9.0;Highly Urban/ Urban;2021-01-26 05:35:19;complet;dev_express;284.88;15 Chemin Baroncelli 5000 Gap;44.525581;6.046317
conducteur de ligne de production alimentaire;Costa Germain et Fils;188101220279070;O-;jules50;Margaux Delattre-Leroux;F;augerchantal@tele2.fr;2002-11-17;515691652;0;3;15889;95776;<High School;Commercial;Pickup;no;1;9.0;Highly Urban/ Urban;2019-10-19 19:39:24;incomplet;dev_premium;544.08;76BIS Rue du Calvaire 56760 Pénestin;47.478762;-2.477732
technicien d'analyses biomédicales;Humbert;150101803350445;O+;dorotheerey;Théodore-Roger Fernandes;M;humberteugene@tiscali.fr;2004-01-05;519697689;0;3;40506;210796;z_High School;Commercial;Panel Truck;yes;3;8.0;z_Highly Rural/ Rural;2020-10-06 21:29:43;complet;dev_express;277.22;66 Rue du Vert Moulin 77440 Congis-sur-Thérouanne;49.00659;2.979666
plâtrier;Salmon Goncalves S.A.S.;117024604251710;B+;fcourtois;Jean Weiss;M;dianedumont@wanadoo.fr;1957-09-01;701170488;0;0;176305;453094;PhD;Private;Minivan;no;0;17.0;Highly Urban/ Urban;2020-10-09 13:52:06;complet;dev_integral;312.02;100 Chemin de l'Autan 32600 Pujaudran;43.594104;1.15162
technicien en automatismes;Bouvier Godard S.A.S.;154049205065702;A-;xthomas;Capucine Maillard;F;kleinjoseph@noos.fr;2019-05-24;825682464;0;0;47538;184423;z_High School;Commercial;Minivan;no;4;7.0;Highly Urban/ Urban;2021-03-28 11:32:43;complet;dev_integral;282.65;17 Impasse des Fauvettes 49800 Trélazé;47.448668;-0.456602
ingénieur radioprotection;Potier;277015746352376;A+;nath99;Maryse Tanguy;F;cbouvet@bouygtel.fr;1967-03-31;101209161;0;0;73664;0;Bachelors;Commercial;z_SUV;no;2;13.0;z_Highly Rural/ Rural;2021-07-07 20:43:22;complet;dev_premium;382.75;7 Rue Mirabeau 94300 Vincennes;48.850969;2.43688
agriculteur;Chauveau Jacquet S.A.;125084523454168;O+;robertauguste;Odette-Gabrielle Dubois;F;guillotyves@wanadoo.fr;2003-09-18;929525931;0;2;19355;95595;Masters;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;2022-05-24 20:26:04;complet;dev_integral;326.44;57 Chemin des Bouvières 3310 Villebret;46.285879;2.61876
consultant en informatique décisionnelle;Salmon Riou et Fils;259103604480586;AB-;zdeschamps;Denis Hardy;M;simonecarlier@live.com;1956-04-13;351440529;0;0;72702;221350;z_High School;Commercial;Minivan;yes;5;6.0;Highly Urban/ Urban;2020-02-27 03:58:32;complet;dev_express;264.06;98 Avenue de Toulouse 81200 Aussillon;43.506901;2.3563
enseignant-chercheur;Lecoq;295064700105006;A+;guibertandree;Xavier Gilbert;M;patricialouis@free.fr;1957-05-09;671889409;0;0;69683;231225;<High School;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;2021-07-15 00:20:40;complet;dev_express;267.22;11 Boulevard Veuve Héidsieck 8200 Sedan;49.705522;4.948827
chef de station de traitement des eaux;Hoarau;267073417236880;AB-;susanne64;Noël Guyot;M;bernard91@tele2.fr;1983-06-26;726398507;0;1;68063;269614;Bachelors;Private;z_SUV;yes;3;1.0;Highly Urban/ Urban;2021-08-14 16:12:46;complet;dev_integral;280.94;1 Avenue de l'Ourm 9100 Les Pujols;43.092681;1.725307
responsable du soutien logistique intégré;Le Gall Humbert SARL;268054410966561;AB-;mullerauguste;Pénélope Munoz;F;francois12@dbmail.com;1935-03-24;662930181;0;0;78929;;z_High School;Commercial;Sports Car;no;0;8.0;z_Highly Rural/ Rural;2020-07-02 23:32:22;complet;dev_express;264.88;32 Rue Haut du Four 57155 Marly;49.058102;6.158004
chercheur en physique;Rolland SARL;194116613607559;A-;xavier33;Émile Boulay-Durand;M;oceanecoste@yahoo.fr;2008-10-05;327583169;0;1;67776;210356;z_High School;Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;2020-03-29 20:48:31;complet;dev_integral;285.68;35 Rue Calmette Guérin 19200 Ussel;45.561567;2.318175
chercheur en physique;Delaunay;186021730026809;O-;catherinelevy;Brigitte Giraud Le Duval;F;xroussel@sfr.fr;1953-03-25;995761340;0;0;18573;106303;<High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2022-01-05 12:35:20;complet;dev_premium;474.58;50 Rue Muret 28000 Chartres;48.450982;1.487417
moniteur d'activités équestres;Bonnet;165019550099744;O-;wcosta;Laurent Le Laurent;M;guyoncolette@laposte.net;2006-06-30;374448919;0;0;131919;328571;Bachelors;Commercial;z_SUV;no;0;6.0;Highly Urban/ Urban;2021-10-23 19:40:13;complet;dev_express;258.09;16 Hameau du Luffang 56950 Crach;47.613133;-3.025191
brodeur;Barbier;133116005732394;B+;margotramos;Agathe Aubert;F;marcelbarre@voila.fr;2012-04-07;388307461;0;0;89250;0;Bachelors;Private;Minivan;no;0;11.0;Highly Urban/ Urban;2022-05-17 21:03:46;complet;dev_vip;554.77;2 Rue de l'Église 79500 Saint-Génard;46.181859;-0.135432
diététicien;Barbier Robin S.A.S.;194028100496261;AB+;isabelle72;Zacharie Munoz;M;alphonsemary@orange.fr;1958-12-03;463996114;0;0;66745;0;Masters;Commercial;Van;yes;0;13.0;Highly Urban/ Urban;2021-01-29 16:24:05;complet;dev_express;272.02;3 Rue Verdi 76600 Le Havre;49.524711;0.123978
directeur de magasin à grande surface;Étienne S.A.;111090810575689;A-;achauvet;Étienne Monnier;M;isabelle54@hotmail.fr;1947-04-05;257833353;1;1;;206595;Bachelors;Private;z_SUV;no;0;12.0;z_Highly Rural/ Rural;2021-05-14 19:39:52;incomplet;dev_integral;309.21;56 Rue Jean Racine 51100 Reims;49.250601;4.066326
sapeur-pompier;Besnard;250019761114540;B+;laetitiaboucher;Lucy Morin de la Delattre;F;cledoux@gmail.com;1962-08-25;281356396;0;3;65242;216583;Bachelors;Private;Sports Car;no;1;6.0;z_Highly Rural/ Rural;2021-07-02 21:06:56;complet;dev_integral;336.13;5 Passage des Richards 87700 Saint-Priest-sous-Aixe;45.840161;1.086998
chef de projet packaging;Legros;191122123109621;A-;thierry00;Élisabeth De Oliveira;F;zoeboulanger@club-internet.fr;1954-07-31;148659373;0;0;89474;0;PhD;Commercial;Panel Truck;yes;0;16.0;Highly Urban/ Urban;2021-11-09 08:55:49;complet;dev_express;278.81;21 Rue des Sorbiers 62810 Lattre-Saint-Quentin;50.283999;2.578107
ingénieur production en aéronautique;Hebert Daniel SA;127015110806869;AB-;mauricecaron;Pauline Boulanger;F;frederic09@wanadoo.fr;1968-02-04;981279059;0;0;0;111439;<High School;Private;z_SUV;no;0;4.0;Highly Urban/ Urban;2021-10-29 08:28:33;complet;dev_integral;339.32;19 Rue du Docteur Zamenhoff 92130 Issy-les-Moulineaux;48.814923;2.267871
gestionnaire de patrimoine;Schmitt;275024221820320;O-;ineslelievre;Jeannine Gillet;F;ilebreton@noos.fr;1970-06-23;769366547;0;0;218705;0;PhD;Commercial;Panel Truck;no;8;15.0;Highly Urban/ Urban;2021-02-25 05:46:19;complet;dev_express;272.7;11 Rue des Rosiers 95190 Goussainville;49.040352;2.466786
